patientprocedureid,MediaType,appannotationid,annotationfilepath,annotationfilesize,annotationname,isactive,archivestatus,ProcedureStatus,cognitouser_username,subscriptionstatus,terminationaction,mediaid
2106,Global,c47F32877-3412-4F08-8099-D0C01FD99F25,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/c.html,608,c,1,NULL,NULL,Devuser.10,11,3,
2106,Global,d4E2172AC-5BA2-4FD0-91A7-7C13709F51B3,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/d.html,608,d,1,NULL,NULL,Devuser.10,11,3,
2106,Global,eDD6304F9-F511-4266-9D36-4C4107DC1142,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/e.html,608,e,1,NULL,NULL,Devuser.10,11,3,
2106,Global,f4A5637B6-757D-4ECB-BA4F-A23BFC5D8801,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/f.html,608,f,1,NULL,NULL,Devuser.10,11,3,
2106,Global,gCDFB0CEB-5F6D-42AC-98D7-3428A2004CAF,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/g.html,608,g,1,NULL,NULL,Devuser.10,11,3,
2106,Global,h36631396-3457-46BB-AE85-46CB7C989A67,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/h.html,608,h,1,NULL,NULL,Devuser.10,11,3,
2106,Global,i14201250-FCA0-4C54-826A-002E078441D9,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/i.html,608,i,1,NULL,NULL,Devuser.10,11,3,
2106,Global,j73E10503-F344-4368-B17E-6217F48ADE7D,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/j.html,608,j,1,NULL,NULL,Devuser.10,11,3,
2106,Global,kE2507CA7-E225-4A46-AAB6-C5F490854744,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/k.html,608,k,1,NULL,NULL,Devuser.10,11,3,
2106,Global,l3417A290-8299-4A1F-83C7-C6467E785EF6,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/l.html,608,l,1,NULL,NULL,Devuser.10,11,3,
2106,Global,m9C604F41-2FFE-44DC-A99F-9830210DE07E,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/m.html,608,m,1,NULL,NULL,Devuser.10,11,3,
2106,Global,nC4D9F141-361C-400E-9075-437B3D4F693C,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/n.html,608,n,1,NULL,NULL,Devuser.10,11,3,
2106,Global,o9863EC1E-7DE6-4EF2-97D1-888A28456C6C,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/o.html,608,o,1,NULL,NULL,Devuser.10,11,3,
2106,Global,p244147E6-4FD9-4F12-8F59-07DC9E568EEC,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/p.html,608,p,1,NULL,NULL,Devuser.10,11,3,
2106,Global,qA4E19286-18BC-41E0-A014-34D88542435F,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/q.html,608,q,1,NULL,NULL,Devuser.10,11,3,
2106,Global,rAEDFADB2-7A84-4CF2-93F0-579822FCCEED,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/r.html,608,r,1,NULL,NULL,Devuser.10,11,3,
2106,Global,sC4246300-EDE5-40AB-82B0-938B9F2F5EA7,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/s.html,608,s,1,NULL,NULL,Devuser.10,11,3,
2106,Global,tB4C21E2A-A00D-4B4C-A9D9-96F9B8131ED6,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/t.html,608,t,1,NULL,NULL,Devuser.10,11,3,
2106,Global,u0AD77276-E347-4A3A-800C-CF1DF62BC767,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/u.html,608,u,1,NULL,NULL,Devuser.10,11,3,
2106,Global,vA2079D96-2F41-4E20-BA6C-49241694360E,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/v.html,608,v,1,NULL,NULL,Devuser.10,11,3,
2106,Global,w39D2DF11-670F-425F-AFC5-D565133A7C9C,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/w.html,608,w,1,NULL,NULL,Devuser.10,11,3,
2106,Global,x3BE15934-5EFA-43C1-B668-3906F3BAB70B,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/x.html,608,x,1,NULL,NULL,Devuser.10,11,3,
2106,Global,yF140BB73-CEBD-40C4-9C26-F33F411B75A1,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/y.html,608,y,1,NULL,NULL,Devuser.10,11,3,
2106,Global,z8B28CD8E-8A4E-46A5-A27F-BC2C20463ABB,public/2106/60036F93-4019-4340-BA9C-89DF7BF1FAD0/textAnnotations/z.html,608,z,1,NULL,NULL,Devuser.10,11,3,
2107,Global,882F161A-82F1-45F2-9C31-D8D4C49994C0,public/2107/9CFBC81D-9808-41DB-BE1E-6F05DCDAC7D6/audiosAnnotations/sample_audio.m4a,4172640,sample_audio,1,NULL,NULL,Devuser.10,11,3,
2107,Global,EA9660BE-1A67-49ED-A950-CC0F8DF07517,public/2107/9CFBC81D-9808-41DB-BE1E-6F05DCDAC7D6/textAnnotations/sample_text.html,48,sample_text,0,NULL,NULL,Devuser.10,11,3,
2108,Global,hh0C3D64C9-2606-4342-9DC1-74DC03A76677,public/2108/FEC3631A-FB27-47FE-B823-41D7A3532F03/textAnnotations/hh.html,624,hh,1,NULL,NULL,Santhoshi23,10,NULL,
2109,Global,CBA81763-05CC-4CEC-947F-CC05D5F0D11F,public/2109/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2109,Global,hfhhffhC676DF5B-C34B-4C88-8CF0-2769003BEFDD,public/2109/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2109,Global,9661e524-a549-4ec0-930e-eee212624f58,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416153524.zip,16841855,z_document_20200416153524.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,16594286-1923-443b-b888-4f75bf920d17,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416103807.zip,10501412,z_document_20200416103807.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,dd01c186-59f6-491c-bb87-bd5c16931ff4,public/2109/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,602867140,z_document_20200416163939.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,5ce012a7-07a7-438b-ad5b-8a02cbdbdf2e,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416164427.zip,301427598,z_document_20200416164427.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,35bb256c-bc5d-4abb-80d2-8122eae63728,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416125436.zip,602161494,z_document_20200416125436.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,49b5a780-36b9-471b-bf3b-62f78f8ad7ad,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416130338.zip,1053782528,z_document_20200416130338.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,6c8ef1b9-f85f-44af-883a-61e520b471c0,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416134504.zip,1053782528,z_document_20200416134504.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,e6b2cb7b-5ec5-45cb-90dd-0680d759eccb,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416193223.zip,16841855,z_document_20200416193223.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,917287ab-547e-4dec-9604-c60c9d731ade,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200416194123.zip,467,z_document_20200416194123.zip,1,NULL,NULL,Surgeon203,3,3,
2109,Global,582eb240-9e00-4ec2-b545-5219d56b29b6,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/audiosAnnotations/z_Audioweb.mp3,4,z_Audioweb.mp3,1,NULL,NULL,Surgeon203,3,3,
2109,Global,582eb-00-4ec2-b5-d56b29b6,public/2109/2AACD33D-700A-4654-9819-5F3C-A7DD2899/audiosAnnotations/SomeAudioweb.mp3,4,SomeAudioweb.mp3,1,NULL,NULL,Surgeon203,3,3,
2110,Global,hfhhffh88-8CF0-2769003BEFDD,public/2110/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2110,Global,CBA81CC-4CEC-D5F0D11F,public/2110/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2111,Global,A81CC-4CE5F0-0D11F,public/2111/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2111,Global,hfhhf-8CF0-276BEFDD,public/2111/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2112,Global,hfhC676DF5B-C34B-4C88-8CF0-276FDD,public/2112/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2112,Global,C63-05CC-4CEC-947F-CC05D5F0D11F,public/2112/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2113,Global,CEC-94-7F-CC05-D5F0D-11F,public/2113/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2113,Global,6DF5B-C34B-4C88-8CF0-276FDD,public/2113/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2114,Global,C63-05CC-4CEC-9-D11F,public/2114/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2114,Global,hfhC-F0-276FDD,public/2114/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2115,Global,CBA81763-05CC-4CEC-947F-CC05D-5F0D11F,public/2151/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2115,Global,hfhhffhC60-76DF5B-C34B-4C88-8CF0-2769003BEFDD,public/2115/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2115,Global,a121fa51-affa-49b5-bfb6-c3023f4d95c3,public/2115/2AAC-D33D-700A-4654-9819-5F3CA7DD2899/others/original/z_document_20200417074421.zip,1053782528,z_document_20200417074421.zip,1,NULL,NULL,Surgeon203,3,3,
2116,Global,hfhh-C34B-4C88-8CF0-27690-03BEF-DD,public/2116/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2116,Global,CBA81763-0-C-947F-CC0D11F,public/2116/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2116,Global,dd945261-e0f2-4779-ad23-232b0f7bbc6f,public/2116/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,70,z_document_20200429124737.txt,1,NULL,NULL,Surgeon203,3,3,
2116,Global,94315a58-eb3d-4fc2-bc57-afa37b966c11,public/2116/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,70,z_document_20200429133429.txt,1,NULL,NULL,Surgeon203,3,3,
2117,Global,CBA8-1763-947F-CC0-D11F,public/2117/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,2,Surgeon203,3,3,
2117,Global,hf-B-4C8-0-27690-03BEF-DD,public/2117/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,2,Surgeon203,3,3,
2118,Global,CBA8-1-uw8fy-763-947F-CC0-D11F,public/2118/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,2,Surgeon203,3,3,
2118,Global,hf-B-4C8-0-2769-JD79-DFN0-0-03BEF-DD,public/2118/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,2,Surgeon203,3,3,
2119,Global,C-BA8-1-uw8--7F-CC-JIUE-k0-D11F,public/2119/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2119,Global,hf-B-4-N0-0-03BEF-DD,public/2119/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2119,Global,095d439e-fbcc-40ec-9ce4-c41d20030f6e,public/2119/2A-CA-7DD-2899/others/original/z_document_20200417133342.zip,150537139,z_document_20200417133342.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,C-BA-F-CC-JI-UE-k0-D11F,public/2120/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2120,Global,hf-B-nsefhn-4-N0-0-03BEF-DD,public/2120/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2120,Global,091ccfd7-aac5-4a93-9434-441d5e3c4b32,public/2120/2A-CA-7DD-2899/textAnnotations/z_AnnoText.html,100,z_AnnoText,1,NULL,NULL,Surgeon203,3,3,
2120,Global,87623d31-6a2a-4b21-af93-ce6f2a90d307,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417080341.zip,1354863908,z_document_20200417080341.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,7e4547ce-cc99-474e-b59b-ca4af5e24032,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417081829.zip,1053782528,z_document_20200417081829.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,908c4deb-3f12-431e-bf89-ed4ce1bb678f,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417082237.zip,1354863908,z_document_20200417082237.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,6cd0cc42-b8b2-4afe-81e0-0b5e99c6314e,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417082855.zip,1354863908,z_document_20200417082855.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,c28aed5d-7946-47f4-a952-dad4738980d2,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417083615.zip,1354863908,z_document_20200417083615.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,a95eb7d7-5a57-4498-929b-7d852a666f12,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417084157.zip,1354863908,z_document_20200417084157.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,cc29c540-6f04-4ad4-99c2-4156b7c5d1bf,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417084917.zip,1354863908,z_document_20200417084917.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,82b9c8cb-a25f-4e9c-8cca-232aa45e26c0,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417085420.zip,1354863908,z_document_20200417085420.zip,1,NULL,NULL,Surgeon203,3,3,
2120,Global,7edf959f-59dd-45db-9a74-5b78f3a4bcb8,public/2120/2A-CA-7DD-2899/others/original/z_document_20200417090413.zip,1354863908,z_document_20200417090413.zip,1,NULL,NULL,Surgeon203,3,3,
2121,Global,B9A8A9BB-EA26-4E26-B74B-61BD05CC5C53,public/2121/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Devuser.10,11,3,
2121,Global,8C230854-F2A3-4649-A1E5-E207CCDC6C1E,public/2121/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Devuser.10,11,3,
2121,Global,8ac88233-22a0-4682-b2b2-928f8b95264e,public/2121/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200430110024.txt,68,z_document_20200430110024.txt,1,NULL,NULL,Devuser.10,11,3,
2122,Global,CBA81763-05CC-4CEC-947F-CC-11F,public/2122/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,141392,audio,1,NULL,NULL,Surgeon203,3,3,
2122,Global,hf676DF5B-C34-88-8CF0-2769003BEFDD,public/2122/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,624,hfhhffh,1,NULL,NULL,Surgeon203,3,3,
2123,Global,A862264D-4578-A935-E409F8-2C8562,public/2123/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Surgeon203,3,3,
2123,Global,D3A1-5E2B-4BD1-94AF-AD919D2-0CA47,public/2123/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Surgeon203,3,3,
2125,Global,D3A1-5E2B-JSUk-AD-919D2-0CA47,public/2125/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Surgeon203,3,3,
2125,Global,A935-E40-9F8-2C8562,public/2125/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Surgeon203,3,3,
2126,Global,D3A1--D-919D2-0CA47,public/2126/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Surgeon203,3,3,
2126,Global,A93-8-2C8562,public/2126/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Surgeon203,3,3,
2126,Global,5a7b25ee-7443-4f9e-b2ac-2afc67fde962,public/2126/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,70,z_document_20200429140239.txt,1,NULL,NULL,Surgeon203,3,3,
2127,Global,Ajdu-9DG-H8N-DHF2-NEJ--8562,public/2127/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Surgeon203,3,3,
2127,Global,D-DU-GH8-Sjsu8-D-919-A47,public/2127/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Surgeon203,3,3,
2127,Global,58-2eDJI-9Vb-00-4--d56b29b6,public/2127/2A33D-7081-3C-A7D-D2899/audiosAnnotations/postmanaudio.mp3,4,postmanaudio.mp3,1,NULL,NULL,Surgeon203,3,3,
2127,Global,554dad7b-018b-45a6-8323-d2bad643b818,public/2127/A8-CB-ED-A-6ACD-B19/textAnnotations/z_anno01.html,100,z_anno01,1,NULL,NULL,Surgeon203,3,3,
2127,Global,488134e0-983c-4676-a31a-e281c1a2eeb1,public/2127/A8-CB-ED-A-6ACD-B19/audiosAnnotations/z_video01.mp3,28928,z_video01.mp3,1,NULL,NULL,Surgeon203,3,3,
2127,Global,aa7a35db-1694-4952-bc6b-a2465c2cb3ee,public/2127/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,70,z_document_20200429134453.txt,1,NULL,NULL,Surgeon203,3,3,
2128,Global,D-DU-GH8-SHFEU-jsu8-D-919-A47,public/2128/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Surgeon203,3,3,
2128,Global,Ajdu-9DjfhgjhHF2-NEJ--8562,public/2128/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Surgeon203,3,3,
2128,Global,7ac8dfcb-6425-4ab1-b15a-b0a910a3f0df,public/2028/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,70,z_document_20200429141351.txt,1,NULL,NULL,Surgeon203,3,3,
2129,Global,JUR8BDFYD-87KF-HRU7,public/2129/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,48,sample_text,1,NULL,NULL,Surgeon203,3,3,
2129,Global,JFY7-JVUR3J-83KFJ,public/2129/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,4172640,sample_audio,1,NULL,NULL,Surgeon203,3,3,
2129,Global,eac453c5-0139-4bc4-a020-8d68cc4145f2,public/2129/0452C64C-B115-4BBF-B4CE-3E2CCE23C538/others/original/z_document_20200320172047.docx,70,z_document_20200429133945.txt,1,NULL,NULL,Surgeon203,3,3,
2130,Global,F8B99583-8D80-41E6-8D91-A247598D9FAF,public/2130/B8FE796B-5B07-45F1-B9E0-2E34F657341F/audiosAnnotations/sample_audio.m4a,4172640,sample_audio,1,NULL,2,Surgeon12,3,1,
2130,Global,338E0039-6197-4EA9-9A42-59A649B8CADA,public/2130/B8FE796B-5B07-45F1-B9E0-2E34F657341F/textAnnotations/sample_text.html,48,sample_text,1,NULL,2,Surgeon12,3,1,
2131,Global,g5C7A735B-EF76-4B81-A7AD-E60DE0ED2F54,public/2131/7C6117C8-F33D-4B28-8B88-B187847456AE/textAnnotations/g.html,624,g,1,NULL,2,Surgeon12,3,1,
2132,Global,jg3BE9548B-B38F-4E6A-BB85-B18658048E0E,public/2132/0ED98DDC-299F-4032-8BD0-98D3E8D5E493/textAnnotations/jg.html,624,jg,1,NULL,2,Surgeon12,3,1,
2133,Global,sample10C049AAF-F12A-49E6-9C7A-08709FD3C57E,public/2133/643E35FB-46C3-4CFD-826B-1FAED5B5C01B/textAnnotations/sample1.html,1056,sample1,1,NULL,NULL,devRenameTest1,10,NULL,
2133,Global,B889AF03-1CD9-4DC4-A390-08009F86B541,public/2133/643E35FB-46C3-4CFD-826B-1FAED5B5C01B/audiosAnnotations/test.m4a,64576,test,1,NULL,NULL,devRenameTest1,10,NULL,
2134,Global,demo20184435A-0143-4F4D-A00E-E1BB0183A0F3,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/textAnnotations/rename1.html,624,demo2,1,NULL,2,devRenameTest1,10,NULL,
2134,Global,3CB10A4C-6CBD-440A-BF85-FBFD79196F00,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/audiosAnnotations/reAppAud1.m4a,62480,demo1,1,NULL,2,devRenameTest1,10,NULL,
2134,Global,ee314263-902e-49ef-8033-803bf2a57c53,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/others/original/Z_rename.csv,193,z_document_20200504162936.csv,1,NULL,2,devRenameTest1,10,NULL,
2134,Global,a13ddea5-bb6f-42cf-95f2-20757c189ae8,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/others/original/z_document_20200504173304.docx,1316097,z_document_20200504173304.docx,1,NULL,2,devRenameTest1,10,NULL,
2135,Global,65E157D9-FE94-4380-A15E-DB5FDE37AD56,public/2135/0E3CBD76-9EE6-49F5-8DF4-C851E4999D3C/audiosAnnotations/audio2.m4a,63216,audio2,1,NULL,NULL,devRenameTest1,10,NULL,
2135,Global,text22A30BB6D-7A05-4619-91AE-2B91BFDB640C,public/2135/0E3CBD76-9EE6-49F5-8DF4-C851E4999D3C/textAnnotations/text2.html,1520,text2,1,NULL,NULL,devRenameTest1,10,NULL,
2136,Global,DE10B424-A41B-435B-AAAE-102946E31874,public/2136/789CEF7D-63E1-48AC-ABDD-53E1EC35AFC5/audiosAnnotations/audio1.m4a,61872,audio1,1,NULL,NULL,devRenameTest1,10,NULL,
2136,Global,text1659F6EB2-D7EB-474D-8380-3DAC1AF05730,public/2136/789CEF7D-63E1-48AC-ABDD-53E1EC35AFC5/textAnnotations/text1.html,1056,text1,1,NULL,NULL,devRenameTest1,10,NULL,
2137,Global,47502A32-76FF-4A1B-83FB-C9D20EE288C2,public/2137/6354507D-1476-41CC-A33E-00400420BA34/textAnnotations/sample_text.html,48,sample_text,1,NULL,2,Surgeon.01,10,NULL,
2137,Global,0B502299-E387-40E1-AE76-1FC0A1DDB52E,public/2137/6354507D-1476-41CC-A33E-00400420BA34/audiosAnnotations/sample_audio.m4a,4172640,sample_audio,1,NULL,2,Surgeon.01,10,NULL,
2138,Global,testA6FDE3B1-ECDC-4733-BE73-B2DA5342BAE8,public/2138/702C4765-E1E7-4E9E-9E5E-7A5A1CC2B3C9/textAnnotations/test.html,624,test,1,NULL,NULL,Surgeon.01,10,NULL,
2138,Global,9e08ae91-3c0f-4dee-81ae-81fe7227487a,public/2138/702C4765-E1E7-4E9E-9E5E-7A5A1CC2B3C9/audiosAnnotations/z_as.mp3,41893,z_as.mp3,1,NULL,NULL,Surgeon.01,10,NULL,
2138,Global,df613441-bcd9-4bf1-bd25-1b9f047cb431,public/2138/702C4765-E1E7-4E9E-9E5E-7A5A1CC2B3C9/textAnnotations/z_cx.html,100,z_cx,1,NULL,NULL,Surgeon.01,10,NULL,
2139,Global,tesing9CCAD945-9C72-4B35-A67A-AE767001B870,public/2139/7D687768-8A2C-415A-AB1E-C62291D341F0/textAnnotations/tesing.html,624,tesing,1,NULL,2,Surgeon.01,10,NULL,
2140,Global,127BF441-0574-4770-AE02-4842857C3F9B,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/textAnnotations/sample_text.html,48,sample_text,0,NULL,2,Surgeon.03,10,NULL,
2140,Global,0AE6F248-25FE-4517-8E30-FE3982053719,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/audiosAnnotations/sample_audio.m4a,4172640,sample_audio,1,NULL,2,Surgeon.03,10,NULL,
2140,Global,Test3F6A330AD-E9AA-4613-9671-C0F6A691FA78,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/textAnnotations/Test3.html,624,Test3,1,NULL,2,Surgeon.03,10,NULL,
2140,Global,90ED0B6F-8803-4171-BED4-B8C45B4276FD,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/audiosAnnotations/Tes.m4a,74464,Tes,1,NULL,2,Surgeon.03,10,NULL,
2140,Global,testE67A6025-7ED4-4A58-A82B-5115393AE3AF,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/textAnnotations/test.html,624,test,1,NULL,2,Surgeon.03,10,NULL,
